id,Age,Gender,Reviews_Read,Price,Discount,Category,Items_In_Cart,Time_of_Day,Email_Interaction,Device_Type,Payment_Method,Referral_Source,Socioeconomic_Status_Score,Engagement_Score,AB_Bucket,Price_Sine,Session_ID,Day,Campaign_Period,Purchase
10159,27.0,1.0,2.0,93.134,48.0,1.0,4.0,morning,0.0,Mobile,Credit,Email,0.42,0.243561795017874,0.0,-0.895286632501028,S0014791,58,False,0
10160,,1.0,3.0,112.428,46.0,0.0,4.0,morning,,Desktop,Bank,Ads,10.72,1.17943077352735,2.0,-0.0371767381262915,S0014793,16,False,1
10161,,0.0,3.0,508.238,20.0,4.0,5.0,morning,0.0,Mobile,Cash,Search_engine,4.73,0.551515912743625,3.0,0.0388796359493025,S0014794,69,False,0
10162,27.0,0.0,2.0,884.259,33.0,4.0,6.0,morning,1.0,Mobile,Credit,Social_media,3.32,2.08381325632089,5.0,-0.908626170298048,S0014796,8,False,0
10163,24.0,1.0,4.0,519.899,49.0,0.0,2.0,afternoon,1.0,Mobile,Credit,Direct,8.04,1.80982339290706,6.0,-0.572001506800675,S0014797,57,False,1
10164,19.0,0.0,4.0,871.853,,4.0,5.0,morning,1.0,Tablet,PayPal,Email,0.0,2.62238067109986,0.0,-0.966797935388655,S0014798,66,False,0
10165,36.0,0.0,1.0,316.02,,4.0,2.0,evening,0.0,Mobile,Bank,Social_media,6.82,1.92651185061914,2.0,,S0014800,26,True,0
10166,27.0,0.0,1.0,471.775,10.0,0.0,3.0,evening,1.0,Mobile,Credit,Social_media,0.0,1.05911927455304,4.0,0.880530846398081,S0014802,51,False,0
10167,21.0,1.0,2.0,407.739,6.0,2.0,16.0,afternoon,1.0,Mobile,PayPal,Search_engine,6.94,2.17050948079574,5.0,-0.613920818489592,S0014803,65,False,0
10168,18.0,0.0,4.0,987.349,44.0,3.0,8.0,afternoon,0.0,Mobile,Credit,Ads,5.07,3.65090121348327,1.0,-0.99217905276857,S0014806,28,True,0
10169,23.0,0.0,2.0,806.106,50.0,1.0,1.0,morning,0.0,Desktop,PayPal,Email,2.06,0.456799498772438,3.0,0.718309569144823,S0014808,32,True,1
10170,59.0,0.0,3.0,616.569,,4.0,,evening,1.0,Tablet,Bank,Ads,2.69,2.52281557163458,4.0,0.299039424168462,S0014809,22,False,0
10171,,1.0,9.0,820.249,8.0,1.0,4.0,afternoon,0.0,Desktop,PayPal,Social_media,4.28,3.41623875417547,5.0,0.999867232714496,S0014810,20,False,0
10172,25.0,1.0,3.0,730.082,48.0,1.0,6.0,afternoon,1.0,,PayPal,Email,3.69,2.32595841461442,6.0,0.276925876293151,S0014811,31,True,0
10173,21.0,0.0,3.0,501.387,14.0,0.0,1.0,evening,1.0,Mobile,Bank,Email,2.66,1.94081210556785,1.0,0.407304359013007,S0014813,37,True,1
10174,,1.0,2.0,937.051,9.0,1.0,3.0,evening,,Tablet,Cash,Ads,8.55,1.91644259863569,2.0,0.975434789717083,S0014814,59,False,0
10175,28.0,0.0,2.0,202.632,14.0,,0.0,afternoon,0.0,Mobile,Bank,Social_media,7.92,2.40534753997689,3.0,-0.965936266788759,S0014815,38,True,1
10176,,0.0,4.0,844.818,7.0,3.0,10.0,evening,0.0,Desktop,Cash,Social_media,4.72,3.33317343402891,4.0,0.188423328580691,S0014816,30,True,0
10177,64.0,1.0,7.0,75.685,23.0,3.0,7.0,evening,0.0,Mobile,PayPal,Direct,2.47,2.17318404521979,5.0,-0.873881166571725,S0014817,38,True,0
10178,,1.0,,556.799,38.0,4.0,1.0,evening,0.0,Desktop,PayPal,Email,4.82,2.35473185951852,6.0,-0.46412698789666,S0014818,46,True,0
10179,32.0,0.0,0.0,992.603,3.0,4.0,2.0,afternoon,0.0,Desktop,Cash,Email,0.45,4.06806687112825,2.0,-0.986131117418453,S0014821,2,False,0
10180,18.0,0.0,0.0,739.776,31.0,2.0,3.0,evening,0.0,Mobile,Cash,Email,6.56,0.982642694933304,3.0,-0.255110680969829,S0014822,48,True,0
10181,52.0,0.0,5.0,875.447,47.0,2.0,3.0,evening,1.0,Desktop,Bank,Email,6.48,2.43679287815015,0.0,-0.99827520320019,S0014826,13,False,0
10182,44.0,1.0,3.0,315.693,27.0,3.0,5.0,afternoon,1.0,Mobile,Cash,Email,1.37,1.55203885870806,1.0,-0.966456682331549,S0014827,13,False,0
10183,20.0,1.0,4.0,,48.0,4.0,1.0,morning,0.0,Mobile,PayPal,Email,7.99,2.51289937943017,4.0,0.594949525690806,S0014830,35,True,1
10184,27.0,1.0,,893.069,46.0,1.0,3.0,,1.0,Desktop,Bank,Direct,6.1,3.60659986670922,3.0,-0.605614621553903,S0014836,13,False,1
10185,19.0,1.0,0.0,725.404,5.0,3.0,8.0,afternoon,1.0,,Cash,Social_media,9.7,1.23237401169632,5.0,0.514549582824335,S0014838,64,False,0
10186,47.0,1.0,5.0,659.437,,0.0,2.0,evening,1.0,Tablet,Credit,Search_engine,6.04,1.86299747622227,6.0,-0.874169480919727,S0014839,70,False,1
10187,,0.0,3.0,850.823,23.0,0.0,1.0,afternoon,1.0,Desktop,Bank,Email,8.09,0.359684290919756,1.0,-0.143556926571206,S0014841,28,True,1
10188,34.0,0.0,5.0,242.373,11.0,2.0,5.0,evening,0.0,Tablet,Bank,Ads,4.31,0.0959158109119348,3.0,0.782577956209131,S0014843,67,False,0
10189,43.0,0.0,0.0,643.513,20.0,4.0,4.0,,0.0,Desktop,Bank,Social_media,14.03,0.96566274746046,5.0,-0.929554641691683,S0014845,12,False,0
10190,30.0,1.0,2.0,57.399,5.0,0.0,3.0,morning,1.0,Mobile,Bank,Direct,1.94,4.29383397287854,6.0,-0.0472231106763709,S0014846,6,False,1
10191,29.0,0.0,3.0,160.719,49.0,1.0,2.0,evening,0.0,Mobile,Cash,Ads,1.57,2.81538177119549,2.0,0.47586268179316,S0014849,16,False,1
10192,22.0,1.0,4.0,283.503,14.0,3.0,1.0,evening,,Desktop,PayPal,Direct,7.18,0.893656566363729,3.0,-0.04219087156551,S0014850,25,True,1
10193,,0.0,3.0,596.162,17.0,1.0,3.0,evening,0.0,Mobile,Bank,Email,1.05,0.448529118829629,5.0,0.991116970203978,S0014852,56,False,0
10194,30.0,0.0,6.0,997.001,47.0,0.0,1.0,evening,0.0,Desktop,Cash,Search_engine,8.66,0.080861025356691,6.0,-0.916692584489371,S0014853,63,False,1
10195,30.0,1.0,0.0,743.675,46.0,1.0,2.0,morning,1.0,Desktop,PayPal,Ads,1.1,2.15810574551853,0.0,-0.456958927549674,S0014854,43,True,0
10196,52.0,1.0,3.0,954.939,47.0,4.0,7.0,evening,1.0,Desktop,Bank,Email,5.79,3.15940809718259,1.0,0.347504516954531,S0014855,5,False,0
10197,33.0,1.0,1.0,668.353,33.0,2.0,1.0,morning,1.0,Tablet,Credit,Search_engine,0.0,0.3634635825816,2.0,-0.538275569828253,S0014856,8,False,1
10198,25.0,0.0,0.0,252.545,8.0,3.0,1.0,afternoon,1.0,Mobile,Credit,Direct,0.2,2.30804383706168,3.0,0.994292790360595,S0014857,7,False,0
10199,35.0,0.0,5.0,449.402,15.0,4.0,1.0,evening,1.0,Desktop,PayPal,Ads,2.62,3.3265259602722,5.0,-0.165202620303106,S0014859,54,False,1
10200,20.0,1.0,6.0,572.201,29.0,0.0,,evening,1.0,,Credit,Social_media,6.98,1.82240040732676,0.0,0.364427459604158,S0014861,58,False,0
10201,32.0,1.0,2.0,931.688,48.0,0.0,2.0,afternoon,0.0,Mobile,PayPal,Direct,4.93,1.53639216580528,1.0,0.997125954200488,S0014862,53,False,0
10202,62.0,1.0,2.0,294.784,13.0,4.0,2.0,morning,1.0,Desktop,Bank,Ads,1.83,0.398773511895898,4.0,-0.620143507214875,S0014865,64,False,0
10203,,0.0,1.0,788.231,38.0,4.0,1.0,evening,0.0,Desktop,Credit,Ads,7.82,,5.0,-0.190514323336819,S0014866,8,False,1
10204,59.0,,3.0,465.876,5.0,2.0,3.0,afternoon,0.0,Mobile,Credit,Email,2.42,4.29719922619905,6.0,0.681096224017513,S0014867,44,True,0
10205,36.0,0.0,3.0,889.078,50.0,4.0,2.0,evening,0.0,Mobile,PayPal,Direct,1.54,0.743347534567495,0.0,-0.765784443105123,S0014868,13,False,0
10206,26.0,1.0,5.0,678.804,29.0,0.0,1.0,evening,1.0,Mobile,PayPal,Direct,8.97,1.39077925822305,1.0,0.012221186014625,S0014869,43,True,0
10207,27.0,0.0,4.0,814.68,25.0,3.0,8.0,morning,1.0,Mobile,Credit,Ads,13.44,0.496194545716853,2.0,0.957354705275453,S0014870,66,False,0
10208,27.0,0.0,3.0,516.031,37.0,3.0,3.0,morning,1.0,Desktop,Cash,Social_media,6.49,2.97085765336345,3.0,-0.383935791439485,S0014871,60,False,0
10209,23.0,0.0,2.0,458.644,40.0,4.0,7.0,evening,1.0,Mobile,Bank,Email,7.89,4.3100990239568,4.0,0.340530436081788,S0014872,20,False,0
10210,40.0,1.0,3.0,986.619,38.0,1.0,3.0,evening,1.0,Mobile,Cash,Email,2.17,0.858537765292857,5.0,-0.986302350072792,S0014873,64,False,1
10211,39.0,1.0,3.0,501.65,30.0,4.0,0.0,morning,0.0,Mobile,Credit,Direct,0.0,1.79755882778277,0.0,0.393917140038234,S0014875,10,False,1
10212,,1.0,4.0,728.562,38.0,3.0,1.0,morning,1.0,Tablet,PayPal,Search_engine,8.51,3.32726936595831,1.0,0.356984632123972,S0014876,57,False,1
10213,65.0,1.0,3.0,45.649,46.0,2.0,1.0,evening,1.0,Desktop,Bank,Social_media,5.5,4.66985142422283,3.0,0.569203758460837,S0014878,68,False,1
10214,25.0,1.0,1.0,504.762,11.0,2.0,,evening,1.0,Desktop,Credit,Search_engine,,4.96666711297037,4.0,,S0014879,30,True,0
10215,39.0,1.0,2.0,,2.0,0.0,6.0,morning,1.0,Tablet,PayPal,Email,7.6,0.415879762501266,5.0,-0.991609763443855,S0014880,12,False,0
10216,35.0,0.0,2.0,482.45,19.0,3.0,13.0,morning,0.0,Desktop,PayPal,Social_media,,0.402535169073515,6.0,0.995079729288815,S0014881,8,False,0
10217,24.0,0.0,5.0,8275.00961509795,8.0,1.0,5.0,afternoon,0.0,Mobile,Cash,Direct,1.19,1.27869942384384,2.0,-0.488790694148064,S0014884,41,True,0
10218,25.0,1.0,4.0,51.49,39.0,4.0,6.0,morning,0.0,Tablet,PayPal,Search_engine,3.74,3.72879272040352,4.0,0.277352208471076,S0014886,18,False,0
10219,22.0,1.0,2.0,941.923,17.0,1.0,3.0,afternoon,0.0,Desktop,Credit,Ads,3.94,1.65147460495328,5.0,0.881022638225421,S0014887,34,True,0
10220,41.0,1.0,7.0,998.901,,0.0,0.0,afternoon,0.0,Mobile,Bank,Direct,4.89,2.25982124743858,6.0,-0.869489444924493,S0014888,11,False,1
10221,19.0,0.0,6.0,388.972,3.0,4.0,2.0,morning,1.0,Desktop,PayPal,Email,3.89,0.337224051943029,1.0,0.372399379084054,S0014890,55,False,1
10222,,0.0,5.0,450.414,48.0,2.0,0.0,evening,0.0,Desktop,Bank,Search_engine,3.51,1.94883000312885,2.0,-0.109521089871151,S0014891,46,True,1
10223,26.0,0.0,2.0,943.127,46.0,2.0,3.0,morning,0.0,Desktop,Cash,Social_media,3.01,1.85074799007779,0.0,0.847432660336059,S0014896,26,True,0
10224,29.0,0.0,5.0,134.054,48.0,3.0,3.0,evening,1.0,Mobile,PayPal,Ads,0.7,,2.0,0.918495629994177,S0014898,16,False,0
10225,41.0,0.0,3.0,755.895,48.0,2.0,5.0,afternoon,0.0,Tablet,PayPal,Social_media,4.28,2.7204968170661,3.0,-0.914172719925821,S0014899,21,False,0
10226,,1.0,4.0,394.956,38.0,1.0,4.0,afternoon,1.0,Mobile,Bank,Ads,3.33,4.11625994501248,4.0,0.0491287904457982,S0014900,61,False,1
10227,25.0,0.0,,271.524,43.0,,3.0,evening,1.0,Mobile,Cash,Direct,9.82,2.15692723695887,5.0,0.583715031221308,S0014901,24,False,0
10228,22.0,0.0,1.0,,8.0,1.0,2.0,evening,1.0,Mobile,Credit,Social_media,3.71,0.161014067629406,0.0,-0.961157667413083,S0014903,34,True,1
10229,24.0,1.0,3.0,335.255,6.0,3.0,3.0,evening,1.0,Desktop,Cash,Ads,1.46,2.56789921852513,1.0,-0.222402642857178,S0014904,11,False,0
10230,28.0,0.0,2.0,,29.0,1.0,5.0,afternoon,0.0,Desktop,Cash,Email,5.34,0.721379891036379,4.0,-0.96839705938758,S0014907,48,True,0
10231,18.0,1.0,3.0,526.905,41.0,4.0,1.0,evening,1.0,Desktop,PayPal,Search_engine,6.85,4.57017031222983,5.0,-0.840478719538139,S0014908,64,False,1
10232,,0.0,1.0,669.694,41.0,2.0,1.0,evening,1.0,Mobile,Credit,Social_media,0.72,1.35403204164968,1.0,-0.474054259725175,S0014911,15,False,0
10233,24.0,0.0,2.0,610.568,38.0,1.0,6.0,afternoon,0.0,Desktop,PayPal,Ads,4.61,2.11559179810609,3.0,0.594846554983509,S0014913,18,False,0
10234,38.0,1.0,3.0,246.659,44.0,4.0,2.0,evening,0.0,Mobile,Credit,Email,8.3,4.33842021809575,4.0,0.907337600790797,S0014914,14,False,0
10235,28.0,1.0,3.0,592.221,3.0,0.0,1.0,afternoon,1.0,Desktop,PayPal,Direct,3.41,3.02114414498499,5.0,0.996342300632349,S0014915,5,False,1
10236,24.0,0.0,2.0,290.641,44.0,1.0,2.0,evening,1.0,Mobile,Bank,Direct,7.41,0.18979728513453,6.0,-0.424816299154061,S0014916,51,False,1
10237,30.0,0.0,4.0,958.577,37.0,4.0,2.0,evening,1.0,Desktop,PayPal,Social_media,1.46,1.68371038356046,0.0,0.152203466396222,S0014917,29,True,0
10238,20.0,1.0,1.0,839.128,24.0,2.0,6.0,afternoon,0.0,Desktop,Bank,Ads,4.03,0.260133458210655,2.0,0.484391582870004,S0014919,4,False,0
10239,22.0,1.0,2.0,923.772,32.0,3.0,,morning,0.0,Desktop,Bank,Ads,2.73,2.0621899346066,,0.869991070040385,S0014920,30,True,0
10240,48.0,1.0,5.0,187.08,,4.0,3.0,evening,1.0,Desktop,Credit,Email,5.24,4.37144674018695,4.0,-0.82406820566338,S0014921,70,False,1
10241,31.0,0.0,3.0,324.881,1.0,4.0,,evening,0.0,Mobile,Cash,Ads,3.59,0.203006952609353,5.0,-0.717781976955959,S0014922,8,False,0
10242,19.0,1.0,1.0,32.732,43.0,3.0,6.0,morning,1.0,Desktop,Bank,Direct,1.25,0.623452770927576,6.0,0.969491606483518,S0014923,32,True,0
10243,28.0,1.0,4.0,380.921,5.0,1.0,1.0,evening,0.0,Mobile,Cash,Social_media,5.98,1.22292658912717,1.0,0.737168829308158,S0014925,19,False,0
10244,29.0,1.0,,93.878,5.0,3.0,3.0,afternoon,0.0,Desktop,PayPal,Direct,2.91,4.47102741201274,2.0,-0.876113600176084,S0014926,36,True,1
10245,23.0,1.0,2.0,442.062,14.0,0.0,3.0,morning,1.0,Desktop,Credit,Ads,4.34,5.68903226953816,3.0,-0.542778008938081,S0014927,66,False,1
10246,24.0,1.0,3.0,965.648,27.0,0.0,0.0,morning,1.0,Mobile,PayPal,Direct,4.96,0.777267532543813,4.0,-0.237737594522395,S0014928,48,True,1
10247,,0.0,5.0,190.415,4.0,1.0,5.0,afternoon,0.0,Tablet,PayPal,Direct,,2.80220993132946,5.0,-0.914323024568727,S0014929,11,False,1
10248,19.0,0.0,3.0,926.201,,1.0,5.0,afternoon,1.0,Desktop,Cash,Social_media,3.77,1.98084003650935,1.0,0.928416774974161,S0014932,59,False,0
10249,18.0,1.0,6.0,328.466,15.0,0.0,4.0,afternoon,0.0,Tablet,Credit,Email,11.16,2.693746721502,3.0,-0.565834337143862,S0014934,6,False,0
10250,20.0,0.0,5.0,722.732,46.0,4.0,0.0,morning,0.0,Desktop,Bank,Search_engine,4.13,4.3207168773659,4.0,0.635709051977626,S0014935,66,False,0
10251,37.0,1.0,6.0,998.626,14.0,3.0,2.0,afternoon,1.0,Desktop,Bank,Direct,0.0,2.67058540104327,6.0,-0.876934160921834,S0014937,19,False,0
10252,65.0,0.0,3.0,113.781,35.0,0.0,9.0,afternoon,1.0,Desktop,Cash,Search_engine,4.47,1.3100481712583,0.0,0.0379722282642488,S0014938,38,True,0
10253,22.0,0.0,2.0,278.484,42.0,2.0,3.0,evening,1.0,Desktop,Bank,Search_engine,0.24,1.36047895266486,1.0,0.234427810304307,S0014939,69,False,0
10254,23.0,1.0,2.0,104.018,8.0,2.0,15.0,morning,1.0,Mobile,Credit,Direct,11.03,3.2459398800383,2.0,-0.483288840296528,S0014940,29,True,0
10255,45.0,1.0,3.0,491.523,19.0,3.0,5.0,morning,1.0,Desktop,PayPal,Social_media,9.31,3.20592008968561,3.0,0.82347019968238,S0014941,20,False,0
10256,,1.0,3.0,799.494,21.0,1.0,0.0,morning,1.0,Desktop,Credit,Direct,6.78,,5.0,0.420536149074424,S0014943,51,False,1
10257,35.0,1.0,3.0,295.266,21.0,2.0,5.0,morning,1.0,Desktop,Credit,Search_engine,5.76,0.411333084520213,0.0,-0.640925529053895,S0014945,31,True,1
10258,,1.0,1.0,871.175,3.0,2.0,2.0,morning,1.0,Desktop,Bank,Ads,2.42,4.1831593681736,1.0,-0.95648903849171,S0014946,47,True,1
10259,20.0,0.0,2.0,270.728,10.0,4.0,1.0,morning,0.0,Mobile,Credit,Social_media,1.61,0.695389629111527,3.0,0.619039277670557,S0014948,47,True,0
10260,30.0,1.0,2.0,325.768,13.0,1.0,2.0,afternoon,0.0,Desktop,Bank,Social_media,4.72,0.668442972006775,4.0,-0.682614006444671,S0014949,1,False,0
10261,36.0,0.0,2.0,351.519,11.0,4.0,2.0,evening,,Desktop,PayPal,Direct,,3.06823113203446,5.0,0.628230995034922,S0014950,3,False,0
10262,,0.0,2.0,784.42,,4.0,6.0,morning,0.0,Desktop,Bank,Social_media,1.39,2.08997590461362,0.0,-0.392555291047284,S0014952,2,False,0
10263,19.0,1.0,2.0,807.085,15.0,0.0,8.0,afternoon,1.0,Mobile,Credit,Ads,6.78,1.94897197835361,2.0,0.755068378675094,S0014954,59,False,0
10264,23.0,1.0,2.0,39.21,32.0,2.0,3.0,,0.0,Desktop,Bank,Ads,6.13,2.5230557372382,3.0,0.821056499098275,S0014955,53,False,0
10265,27.0,1.0,0.0,929.143,4.0,3.0,1.0,morning,0.0,Mobile,Credit,Social_media,8.04,0.727033240232729,5.0,0.976499660005083,S0014957,58,False,0
10266,29.0,1.0,2.0,753.948,34.0,4.0,0.0,morning,1.0,,Credit,Social_media,8.8,0.383641188933718,,-0.865072813879063,S0014959,59,False,1
10267,,,5.0,580.945,27.0,4.0,1.0,morning,0.0,Mobile,Cash,Social_media,5.49,0.94659233001719,1.0,0.757056274143224,S0014960,63,False,1
10268,29.0,1.0,2.0,820.824,21.0,1.0,2.0,afternoon,0.0,Mobile,Credit,Email,7.92,3.9072335127522,2.0,0.998836683753756,S0014961,43,True,0
10269,24.0,1.0,2.0,828.979,41.0,4.0,2.0,afternoon,1.0,Mobile,Credit,Email,1.29,1.58261088004692,3.0,0.876960772214494,S0014962,33,True,0
10270,27.0,0.0,,506.928,3.0,0.0,2.0,morning,0.0,Mobile,Credit,Direct,13.16,1.24878257919303,5.0,0.11143528665264,S0014964,53,False,0
10271,25.0,0.0,3.0,136.455,35.0,0.0,2.0,evening,0.0,Desktop,Cash,Email,2.16,3.96712885941183,6.0,0.962926370653228,S0014965,57,False,1
10272,33.0,0.0,3.0,891.905,2.0,3.0,2.0,morning,0.0,Tablet,Credit,Email,10.23,0.531114511103253,2.0,-0.655771955189979,S0014968,7,False,1
10273,39.0,0.0,1.0,249.151,42.0,1.0,6.0,evening,1.0,Mobile,Credit,Email,4.88,2.80030032909951,4.0,0.956672750193948,S0014970,3,False,0
10274,40.0,0.0,2.0,858.579,49.0,3.0,4.0,evening,0.0,Mobile,PayPal,Ads,1.83,0.994601674162844,5.0,-0.543787400196247,S0014971,20,False,0
10275,21.0,1.0,4.0,422.933,36.0,2.0,5.0,evening,0.0,Tablet,Bank,Direct,3.12,2.21156691831132,6.0,-0.997844689076044,S0014972,10,False,0
10276,20.0,0.0,2.0,253.43,7.0,1.0,2.0,evening,1.0,Mobile,Bank,Direct,2.27,1.46071625469995,3.0,0.99833451919662,S0014976,29,True,1
10277,23.0,0.0,2.0,849.973,41.0,0.0,5.0,evening,0.0,Mobile,PayPal,Direct,13.17,3.77177731787452,5.0,-0.096681164164442,S0014978,65,False,0
10278,25.0,0.0,3.0,137.244,13.0,1.0,0.0,afternoon,1.0,Desktop,PayPal,Ads,4.61,1.79842145459878,0.0,0.973822338593762,S0014980,55,False,0
10279,18.0,0.0,4.0,591.948,20.0,0.0,5.0,afternoon,,Mobile,Bank,Email,8.08,2.41342300800221,1.0,0.994931739471931,S0014981,19,False,0
10280,26.0,0.0,2.0,,41.0,0.0,11.0,morning,1.0,Mobile,Cash,Search_engine,4.41,1.56493559270665,2.0,0.890459028237813,S0014982,28,True,0
10281,21.0,0.0,2.0,162.86,21.0,3.0,7.0,morning,1.0,Desktop,Bank,Search_engine,2.39,0.846433287962307,3.0,0.368132980685065,S0014983,40,True,0
10282,34.0,0.0,2.0,874.883,15.0,4.0,9.0,evening,0.0,Mobile,Cash,Social_media,8.97,4.84167497379249,4.0,-0.995945987562845,S0014984,68,False,0
10283,22.0,0.0,3.0,655.477,38.0,3.0,4.0,afternoon,0.0,Tablet,Credit,Ads,4.87,3.01007444729198,5.0,,S0014985,38,True,0
10284,34.0,1.0,3.0,736.784,32.0,4.0,4.0,afternoon,1.0,,Credit,Direct,3.14,1.75670472059318,6.0,-0.091611318017624,S0014986,37,True,0
10285,65.0,0.0,5.0,135.985,17.0,0.0,2.0,morning,0.0,Mobile,PayPal,Direct,2.39,4.78108072743835,0.0,0.955555085910478,S0014987,10,False,1
10286,29.0,1.0,3.0,758.049,32.0,4.0,5.0,afternoon,0.0,Mobile,PayPal,Social_media,3.09,1.78409774073645,1.0,-0.956023193497951,S0014988,5,False,0
10287,23.0,0.0,2.0,231.603,5.0,0.0,4.0,afternoon,1.0,Mobile,Credit,Email,8.74,3.93161965651225,3.0,0.295962227329047,S0014990,9,False,0
10288,35.0,0.0,2.0,946.104,32.0,2.0,3.0,morning,0.0,Mobile,Cash,Email,2.72,,4.0,0.748463247409829,S0014991,52,False,0
10289,32.0,1.0,2.0,,44.0,4.0,4.0,afternoon,0.0,Desktop,Bank,Email,10.12,3.03216991672398,6.0,-0.696068455871813,S0014993,68,False,0
10290,27.0,1.0,1.0,,6.0,3.0,7.0,evening,0.0,Mobile,PayPal,Email,2.76,1.70138798950172,4.0,-0.997336743108903,S0014998,60,False,0
10291,,0.0,3.0,833.925,3.0,2.0,7.0,evening,1.0,Mobile,Bank,Social_media,,3.69320800122432,6.0,0.713669694762647,S0015000,16,False,0
10292,58.0,1.0,0.0,,20.0,3.0,1.0,afternoon,1.0,Mobile,Bank,Email,9.61,3.09318842545762,2.0,0.650302279045031,S0015003,27,True,1
10293,23.0,1.0,2.0,545.04,20.0,0.0,5.0,evening,1.0,Desktop,Credit,Email,5.42,1.82916510020376,4.0,-0.906924906081831,S0015005,5,False,0
10294,22.0,0.0,7.0,942.155,22.0,0.0,1.0,afternoon,1.0,Desktop,PayPal,Email,5.43,4.4399739007529,5.0,0.874852229189841,S0015006,15,False,1
10295,54.0,1.0,1.0,492.374,30.0,3.0,3.0,afternoon,0.0,Mobile,Cash,Social_media,2.63,1.7651533110523,0.0,0.795736559575065,S0015008,51,False,0
10296,31.0,0.0,3.0,883.746,15.0,1.0,11.0,evening,0.0,Desktop,Bank,Direct,11.3,1.10303182548725,1.0,-0.920157465961917,S0015009,46,True,0
10297,43.0,0.0,3.0,411.674,45.0,2.0,7.0,morning,0.0,Mobile,Cash,Search_engine,1.21,2.82462012824141,2.0,-0.770502571963365,S0015010,41,True,0
10298,18.0,0.0,3.0,451.545,44.0,0.0,7.0,afternoon,0.0,Mobile,PayPal,Social_media,4.71,0.0541610040220442,3.0,-0.0468906949744558,S0015011,9,False,0
10299,54.0,1.0,3.0,83.648,36.0,0.0,3.0,evening,1.0,Mobile,Bank,Email,2.17,3.52466902823068,4.0,-0.997870156360232,S0015012,69,False,1
10300,65.0,1.0,2.0,117.643,49.0,1.0,4.0,evening,1.0,Desktop,Cash,Email,3.67,1.1749686836712,6.0,0.249861208977681,S0015014,60,False,0
10301,23.0,0.0,4.0,588.492,42.0,3.0,10.0,afternoon,0.0,Desktop,Cash,Ads,4.7,3.26440736587845,0.0,0.957461715630259,S0015015,7,False,0
10302,18.0,0.0,0.0,141.075,15.0,0.0,1.0,evening,0.0,Mobile,PayPal,Email,8.06,3.04984759446376,1.0,0.999864180945346,S0015016,40,True,1
10303,,1.0,1.0,823.79,26.0,1.0,5.0,afternoon,0.0,Mobile,Credit,Search_engine,4.74,1.92724118133216,2.0,0.977397406957357,S0015017,38,True,0
10304,30.0,1.0,3.0,523.186,28.0,0.0,1.0,morning,0.0,Mobile,PayPal,Email,2.68,1.79844386755424,5.0,-0.711446897241112,S0015020,19,False,0
10305,23.0,0.0,4.0,689.757,9.0,1.0,2.0,morning,0.0,Mobile,Bank,Ads,2.67,0.882911506939793,2.0,0.581622214633862,S0015024,32,True,0
10306,20.0,1.0,4.0,325.065,29.0,2.0,2.0,evening,0.0,Mobile,Bank,Direct,3.48,0.895535887040766,3.0,-0.710627193812872,S0015025,58,False,1
10307,22.0,1.0,3.0,857.088,8.0,3.0,2.0,afternoon,0.0,Desktop,Bank,Email,2.68,2.21807097779182,4.0,-0.472486734362175,S0015026,33,True,1
10308,20.0,1.0,2.0,927.727,38.0,2.0,2.0,evening,0.0,Tablet,PayPal,Email,4.58,0.566642668811243,5.0,0.956543035464251,S0015027,64,False,0
10309,36.0,0.0,3.0,828.613,49.0,3.0,1.0,morning,1.0,Desktop,Credit,Social_media,8.85,2.81538177119549,6.0,0.886550244530618,S0015028,38,True,1
10310,21.0,0.0,3.0,341.722,4.0,1.0,4.0,afternoon,0.0,Desktop,Bank,Email,0.01,3.01638439731398,0.0,0.134589948354095,S0015029,70,False,1
10311,27.0,0.0,2.0,157.708,24.0,0.0,4.0,morning,1.0,Mobile,Credit,Email,0.0,4.23472223272773,3.0,0.61565933938556,S0015032,69,False,0
10312,34.0,0.0,2.0,798.998,18.0,0.0,2.0,afternoon,0.0,Mobile,Bank,Search_engine,3.11,4.28038340547047,5.0,,S0015034,60,False,0
10313,21.0,1.0,3.0,854.336,2.0,3.0,3.0,afternoon,,Mobile,Bank,Search_engine,7.46,5.06490501305777,6.0,-0.33275287489832,S0015035,16,False,0
10314,20.0,0.0,6.0,217.209,16.0,0.0,0.0,morning,0.0,Mobile,Cash,Search_engine,7.97,2.34762177108199,1.0,-0.478726785148777,S0015037,21,False,1
10315,,1.0,1.0,393.243,48.0,0.0,2.0,morning,0.0,Mobile,PayPal,Social_media,2.62,4.38029785532311,3.0,0.143814823599953,S0015039,3,False,0
10316,39.0,0.0,6.0,416.36,21.0,2.0,1.0,morning,1.0,Mobile,Bank,Email,6.56,4.74238312223852,4.0,-0.908617850710449,S0015040,38,True,1
10317,,0.0,3.0,490.993,34.0,3.0,11.0,evening,0.0,Desktop,Bank,Search_engine,,0.695389629111527,6.0,0.83981643352671,S0015042,67,False,0
10318,,1.0,2.0,83.911,24.0,4.0,7.0,evening,0.0,Mobile,Credit,Search_engine,0.0,2.6737718880271,0.0,-0.998716714372952,S0015043,7,False,0
10319,49.0,0.0,2.0,492.938,18.0,3.0,2.0,evening,1.0,Desktop,Cash,Email,5.02,4.07595230541064,1.0,0.776372267305667,S0015044,36,True,1
